QAN,QualificationTitle,AwardingOrganisation,QualificationLevel,QualificationType,SSA,OfferedInEngland,FundedInEngland,GLH,TQT,Pre16,Age16To18,Age18Plus,Age19Plus,FundingStreamName,FundingApprovalStartDate,ProposedOutcome,RolloverStatus,ExclusionReason,OperationalEndDate,PLDNS,CurrentFundingApprovalEndDate,ProposedFundingApprovalEndDate,Comments
6008229X,EAL Level 1 NVQ Certificate in Performing Engineering Operations,"Excellence, Achievement & Learning Limited",Level 1,Occupational Qualification,Engineering,True,True,160,220,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6008229X,EAL Level 1 NVQ Certificate in Performing Engineering Operations,"Excellence, Achievement & Learning Limited",Level 1,Occupational Qualification,Engineering,True,True,160,220,True,True,False,True,Age1619,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6008229X,EAL Level 1 NVQ Certificate in Performing Engineering Operations,"Excellence, Achievement & Learning Limited",Level 1,Occupational Qualification,Engineering,True,True,160,220,True,True,False,True,Age1416,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082355,Ascentis Entry Level Award In Life Skills (Entry 1),Ascentis,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,80,80,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082355,Ascentis Entry Level Award In Life Skills (Entry 1),Ascentis,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,80,80,True,True,False,True,Age1416,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082355,Ascentis Entry Level Award In Life Skills (Entry 1),Ascentis,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,80,80,True,True,False,True,Age1619,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082409,Gateway Qualifications Level 4 Award In Internal Quality Assurance of Assessment Processes and Practice,Gateway Qualifications Limited,Level 4,Occupational Qualification,Teaching and lecturing,True,True,90,120,False,False,True,True,Age1619,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082446,NOCN Level 2 NVQ Diploma in Accessing Operations and Rigging (Construction) ,NOCN,Level 2,Occupational Qualification,Building and construction,True,True,244,420,False,True,True,True,Age1619,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082446,NOCN Level 2 NVQ Diploma in Accessing Operations and Rigging (Construction) ,NOCN,Level 2,Occupational Qualification,Building and construction,True,True,244,420,False,True,True,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082641,EAL Level 2 NVQ Diploma in Performing Engineering Operations,"Excellence, Achievement & Learning Limited",Level 2,Occupational Qualification,Engineering,True,True,214,400,False,True,False,True,Age1619,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082641,EAL Level 2 NVQ Diploma in Performing Engineering Operations,"Excellence, Achievement & Learning Limited",Level 2,Occupational Qualification,Engineering,True,True,214,400,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082665,OCNLR Level 1 Certificate in Employability ,OCN London,Level 1,Other Life Skills Qualification,Preparation for work,True,True,106,130,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082665,OCNLR Level 1 Certificate in Employability ,OCN London,Level 1,Other Life Skills Qualification,Preparation for work,True,True,106,130,True,True,False,True,Age1619,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082665,OCNLR Level 1 Certificate in Employability ,OCN London,Level 1,Other Life Skills Qualification,Preparation for work,True,True,106,130,True,True,False,True,Age1416,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082707,OCNLR Entry Level Certificate in Personal Progress (Entry 1) ,OCN London,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,140,140,True,True,False,True,Age1416,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082719,OCNLR Entry Level Award in Personal Progress (Entry 1) ,OCN London,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,80,80,True,True,False,True,Age1619,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082719,OCNLR Entry Level Award in Personal Progress (Entry 1) ,OCN London,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,80,80,True,True,False,True,Age1416,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082719,OCNLR Entry Level Award in Personal Progress (Entry 1) ,OCN London,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,80,80,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082720,OCNLR Level 2 Certificate in Employability,OCN London,Level 2,Other Life Skills Qualification,Preparation for work,True,True,104,130,True,True,False,True,Age1416,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082732,OCNLR Level 2 Award in Employability,OCN London,Level 2,Other Life Skills Qualification,Preparation for work,True,True,24,30,True,True,False,True,Age1619,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082732,OCNLR Level 2 Award in Employability,OCN London,Level 2,Other Life Skills Qualification,Preparation for work,True,True,24,30,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082732,OCNLR Level 2 Award in Employability,OCN London,Level 2,Other Life Skills Qualification,Preparation for work,True,True,24,30,True,True,False,True,Age1416,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60082744,OCNLR Level 1 Award in Employability,OCN London,Level 1,Other Life Skills Qualification,Preparation for work,True,True,56,70,True,True,False,True,Age1416,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60083037,AIM Qualifications Level 1 Award in Craft and Design,AIM Qualifications,Level 1,Vocationally-Related Qualification,"Crafts, creative arts and design",True,True,56,60,True,True,False,True,Age1416,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60083049,Ascentis Entry Level Award In Life Skills (Entry 2) ,Ascentis,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,80,80,True,True,False,True,Age1619,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60083049,Ascentis Entry Level Award In Life Skills (Entry 2) ,Ascentis,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,80,80,True,True,False,True,Age1416,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60083049,Ascentis Entry Level Award In Life Skills (Entry 2) ,Ascentis,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,80,80,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60083827,SFJ Awards Level 4 Award In Understanding the Internal Quality Assurance of Assessment Processes and Practice,SFJ Awards,Level 4,Vocationally-Related Qualification,Teaching and lecturing,True,True,45,60,False,False,True,True,Age1619,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60083839,SFJ Awards Level 4 Award In Internal Quality Assurance of Assessment Processes and Practice,SFJ Awards,Level 4,Other Vocational Qualification,Teaching and lecturing,True,True,90,120,False,False,True,True,Age1619,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60083840,SFJ Awards Level 4 Certificate In Leading the Internal Quality Assurance of Assessment Processes and Practice,SFJ Awards,Level 4,Other Vocational Qualification,Direct learning support,True,True,115,170,False,False,True,True,Age1619,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6008392X,SFEDI Awards Level 1 Certificate In Self Marketing and Personal Enterprise,SFEDI Enterprises Ltd. T/A SFEDI Awards,Level 1,Other Life Skills Qualification,Preparation for work,True,True,70,130,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6008392X,SFEDI Awards Level 1 Certificate In Self Marketing and Personal Enterprise,SFEDI Enterprises Ltd. T/A SFEDI Awards,Level 1,Other Life Skills Qualification,Preparation for work,True,True,70,130,True,True,False,True,Age1619,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6008392X,SFEDI Awards Level 1 Certificate In Self Marketing and Personal Enterprise,SFEDI Enterprises Ltd. T/A SFEDI Awards,Level 1,Other Life Skills Qualification,Preparation for work,True,True,70,130,True,True,False,True,Age1416,2013/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60083967,SFJ Awards Level 4 Certificate In Fire Safety (Fire Auditors),SFJ Awards,Level 4,Occupational Qualification,Public services,True,True,112,230,False,False,True,True,Age1619,2014/01/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084029,Lantra Awards Level 2 Award in Fork Lift Truck (Counter Balance) Operations,Lantra Awards,Level 2,Vocationally-Related Qualification,Warehousing and distribution,True,True,45,58,False,True,True,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084029,Lantra Awards Level 2 Award in Fork Lift Truck (Counter Balance) Operations,Lantra Awards,Level 2,Vocationally-Related Qualification,Warehousing and distribution,True,True,45,58,False,True,True,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084078,SFJ Awards Level 4 Diploma In Fire Safety (Fire Inspectors),SFJ Awards,Level 4,Occupational Qualification,Public services,True,True,179,370,False,False,True,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084108,SEG Awards Level 1 Diploma in Progression,Skills and Education Group Awards,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,378,420,True,True,False,True,Age1416,2023/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6008411X,SEG Awards Level 1 Certificate in Progression ,Skills and Education Group Awards,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,175,210,True,True,False,True,Age1416,2023/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6008411X,SEG Awards Level 1 Certificate in Progression ,Skills and Education Group Awards,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,175,210,True,True,False,True,LocalFlexibilities,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6008411X,SEG Awards Level 1 Certificate in Progression ,Skills and Education Group Awards,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,175,210,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084121,SEG Awards Level 2 Award in Progression ,Skills and Education Group Awards,Level 2,Other Life Skills Qualification,Foundations for learning and life,True,True,72,90,True,True,False,True,Age1416,2023/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084121,SEG Awards Level 2 Award in Progression ,Skills and Education Group Awards,Level 2,Other Life Skills Qualification,Foundations for learning and life,True,True,72,90,True,True,False,True,LocalFlexibilities,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084121,SEG Awards Level 2 Award in Progression ,Skills and Education Group Awards,Level 2,Other Life Skills Qualification,Foundations for learning and life,True,True,72,90,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084133,SEG Awards Level 2 Certificate in Progression ,Skills and Education Group Awards,Level 2,Other Life Skills Qualification,Foundations for learning and life,True,True,192,240,True,True,False,True,Age1416,2023/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084145,AIM Qualifications Level 2 Award in Understanding and Exploring Entrepreneurship,AIM Qualifications,Level 2,Other Life Skills Qualification,Foundations for learning and life,True,True,26,30,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084145,AIM Qualifications Level 2 Award in Understanding and Exploring Entrepreneurship,AIM Qualifications,Level 2,Other Life Skills Qualification,Foundations for learning and life,True,True,26,30,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084145,AIM Qualifications Level 2 Award in Understanding and Exploring Entrepreneurship,AIM Qualifications,Level 2,Other Life Skills Qualification,Foundations for learning and life,True,True,26,30,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084534,OCNLR Entry Level Award in Induction to College (Entry 3) ,OCN London,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,30,30,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6008456X,Highfield Level 1 Award In Personal Development for Employability (RQF),Highfield Qualifications,Level 1,Other Life Skills Qualification,Preparation for work,True,True,30,60,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6008456X,Highfield Level 1 Award In Personal Development for Employability (RQF),Highfield Qualifications,Level 1,Other Life Skills Qualification,Preparation for work,True,True,30,60,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6008456X,Highfield Level 1 Award In Personal Development for Employability (RQF),Highfield Qualifications,Level 1,Other Life Skills Qualification,Preparation for work,True,True,30,60,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084571,Highfield  Level 2 Award In Personal Development for Employability (RQF),Highfield Qualifications,Level 2,Other Life Skills Qualification,Preparation for work,True,True,36,60,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084571,Highfield  Level 2 Award In Personal Development for Employability (RQF),Highfield Qualifications,Level 2,Other Life Skills Qualification,Preparation for work,True,True,36,60,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084571,Highfield  Level 2 Award In Personal Development for Employability (RQF),Highfield Qualifications,Level 2,Other Life Skills Qualification,Preparation for work,True,True,36,60,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084583,Highfield  Level 1 Certificate In Personal Development for Employability (RQF),Highfield Qualifications,Level 1,Other Life Skills Qualification,Preparation for work,True,True,104,130,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084583,Highfield  Level 1 Certificate In Personal Development for Employability (RQF),Highfield Qualifications,Level 1,Other Life Skills Qualification,Preparation for work,True,True,104,130,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084583,Highfield  Level 1 Certificate In Personal Development for Employability (RQF),Highfield Qualifications,Level 1,Other Life Skills Qualification,Preparation for work,True,True,104,130,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084595,Highfield Level 2 Certificate In Personal Development for Employability (RQF),Highfield Qualifications,Level 2,Other Life Skills Qualification,Preparation for work,True,True,104,130,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084595,Highfield Level 2 Certificate In Personal Development for Employability (RQF),Highfield Qualifications,Level 2,Other Life Skills Qualification,Preparation for work,True,True,104,130,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084595,Highfield Level 2 Certificate In Personal Development for Employability (RQF),Highfield Qualifications,Level 2,Other Life Skills Qualification,Preparation for work,True,True,104,130,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084601,Highfield Level 2 Diploma In Personal Development for Employability (RQF),Highfield Qualifications,Level 2,Other Life Skills Qualification,Preparation for work,True,True,279,370,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084601,Highfield Level 2 Diploma In Personal Development for Employability (RQF),Highfield Qualifications,Level 2,Other Life Skills Qualification,Preparation for work,True,True,279,370,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084601,Highfield Level 2 Diploma In Personal Development for Employability (RQF),Highfield Qualifications,Level 2,Other Life Skills Qualification,Preparation for work,True,True,279,370,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084765,SEG Awards Entry Level Award in Progression (Entry 3) ,Skills and Education Group Awards,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,30,30,True,True,False,True,Age1416,2023/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084789,SEG Awards Level 1 Award in Progression ,Skills and Education Group Awards,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,47,60,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084789,SEG Awards Level 1 Award in Progression ,Skills and Education Group Awards,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,47,60,True,True,False,True,Age1416,2023/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084789,SEG Awards Level 1 Award in Progression ,Skills and Education Group Awards,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,47,60,True,True,False,True,LocalFlexibilities,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084807,SEG Awards Level 1 Award in Skills for Further Learning and Employment,Skills and Education Group Awards,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,54,60,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084807,SEG Awards Level 1 Award in Skills for Further Learning and Employment,Skills and Education Group Awards,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,54,60,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084807,SEG Awards Level 1 Award in Skills for Further Learning and Employment,Skills and Education Group Awards,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,54,60,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084819,Ascentis Level 2 Award in Progression,Ascentis,Level 2,Other Life Skills Qualification,Foundations for learning and life,True,True,60,90,False,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084819,Ascentis Level 2 Award in Progression,Ascentis,Level 2,Other Life Skills Qualification,Foundations for learning and life,True,True,60,90,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084856,Ascentis Level 2 Certificate in Progression ,Ascentis,Level 2,Other Life Skills Qualification,Foundations for learning and life,True,True,168,240,False,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084856,Ascentis Level 2 Certificate in Progression ,Ascentis,Level 2,Other Life Skills Qualification,Foundations for learning and life,True,True,168,240,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084893,Ascentis Level 1 Award in Progression,Ascentis,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,36,60,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084893,Ascentis Level 1 Award in Progression,Ascentis,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,36,60,False,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6008490X,Ascentis Level 1 Certificate In Progression,Ascentis,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,148,210,False,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6008490X,Ascentis Level 1 Certificate In Progression,Ascentis,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,148,210,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084911,Ascentis Level 1 Diploma in Progression,Ascentis,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,312,420,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084911,Ascentis Level 1 Diploma in Progression,Ascentis,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,312,420,False,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084923,Ascentis Entry Level Award in Progression (Entry 3),Ascentis,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,25,30,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084923,Ascentis Entry Level Award in Progression (Entry 3),Ascentis,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,25,30,False,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084935,Ascentis Entry Level Certificate In Progression (Entry 3),Ascentis,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,115,150,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084935,Ascentis Entry Level Certificate In Progression (Entry 3),Ascentis,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,115,150,False,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084947,Ascentis Level 1 Certificate in Skills Towards Enabling Progression (Step Up),Ascentis,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,146,210,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084947,Ascentis Level 1 Certificate in Skills Towards Enabling Progression (Step Up),Ascentis,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,146,210,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084947,Ascentis Level 1 Certificate in Skills Towards Enabling Progression (Step Up),Ascentis,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,146,210,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084960,Ascentis Level 1 Award in Skills Towards Enabling Progression (Step Up),Ascentis,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,36,60,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084960,Ascentis Level 1 Award in Skills Towards Enabling Progression (Step Up),Ascentis,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,36,60,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084960,Ascentis Level 1 Award in Skills Towards Enabling Progression (Step Up),Ascentis,Level 1,Other Life Skills Qualification,Foundations for learning and life,True,True,36,60,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084972,Ascentis Entry Level Award in Skills Towards Enabling Progression (Step Up) (Entry 3),Ascentis,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,25,30,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084972,Ascentis Entry Level Award in Skills Towards Enabling Progression (Step Up) (Entry 3),Ascentis,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,25,30,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084972,Ascentis Entry Level Award in Skills Towards Enabling Progression (Step Up) (Entry 3),Ascentis,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,25,30,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084984,Ascentis Entry Level Certificate in Skills Towards Enabling Progression (Step Up) (Entry 3),Ascentis,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,121,150,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084984,Ascentis Entry Level Certificate in Skills Towards Enabling Progression (Step Up) (Entry 3),Ascentis,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,121,150,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60084984,Ascentis Entry Level Certificate in Skills Towards Enabling Progression (Step Up) (Entry 3),Ascentis,Entry Level,Other Life Skills Qualification,Foundations for learning and life,True,True,121,150,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60085010,Ascentis Level 1 Certificate In Employability,Ascentis,Level 1,Other Life Skills Qualification,Preparation for work,True,True,106,130,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60085010,Ascentis Level 1 Certificate In Employability,Ascentis,Level 1,Other Life Skills Qualification,Preparation for work,True,True,106,130,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60085010,Ascentis Level 1 Certificate In Employability,Ascentis,Level 1,Other Life Skills Qualification,Preparation for work,True,True,106,130,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60085526,EAL Level 1 Diploma In Plumbing,"Excellence, Achievement & Learning Limited",Level 1,Vocationally-Related Qualification,Building and construction,True,True,361,400,False,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60085526,EAL Level 1 Diploma In Plumbing,"Excellence, Achievement & Learning Limited",Level 1,Vocationally-Related Qualification,Building and construction,True,True,361,400,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60085666,Highfield Level 1 Diploma In Personal Development for Employability (RQF),Highfield Qualifications,Level 1,Other Life Skills Qualification,Preparation for work,True,True,279,370,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60085666,Highfield Level 1 Diploma In Personal Development for Employability (RQF),Highfield Qualifications,Level 1,Other Life Skills Qualification,Preparation for work,True,True,279,370,True,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60085666,Highfield Level 1 Diploma In Personal Development for Employability (RQF),Highfield Qualifications,Level 1,Other Life Skills Qualification,Preparation for work,True,True,279,370,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60085848,City & Guilds Level 2 Diploma In Painting and Decorating ,City & Guilds Limited,Level 2,Vocationally-Related Qualification,Building and construction,True,True,445,520,False,True,False,True,Age1619,2013/07/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60085848,City & Guilds Level 2 Diploma In Painting and Decorating ,City & Guilds Limited,Level 2,Vocationally-Related Qualification,Building and construction,True,True,445,520,False,True,False,True,LegalEntitlementL2L3,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60085848,City & Guilds Level 2 Diploma In Painting and Decorating ,City & Guilds Limited,Level 2,Vocationally-Related Qualification,Building and construction,True,True,445,520,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60085988,OCNLR Entry Level Award in Progression (Entry 3),OCN London,Entry Level,Other Vocational Qualification,Foundations for learning and life,True,True,15,30,True,True,False,True,Age1416,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086002,Pearson Edexcel Level 2 Award in Forklift Truck Operations,Pearson Education Ltd,Level 2,Occupational Qualification,Warehousing and distribution,True,True,45,120,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60086002,Pearson Edexcel Level 2 Award in Forklift Truck Operations,Pearson Education Ltd,Level 2,Occupational Qualification,Warehousing and distribution,True,True,45,120,False,True,False,True,Age1619,2013/04/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6008604X,NOCN Level 3 Diploma in Site Carpentry (Construction) ,NOCN,Level 3,Vocationally-Related Qualification,Building and construction,True,True,916,1230,False,True,False,True,Age1619,2013/04/01,Excluded,Excluded,Funding Approval End Date is before the Threshold,,2026/07/31,2027/07/31,2027/07/31,
6008604X,NOCN Level 3 Diploma in Site Carpentry (Construction) ,NOCN,Level 3,Vocationally-Related Qualification,Building and construction,True,True,916,1230,False,True,False,True,LegalEntitlementL2L3,2016/08/01,Excluded,Excluded,Funding Approval End Date is before the Threshold,,2026/07/31,2027/07/31,2027/07/31,
