QAN,QualificationTitle,AwardingOrganisation,QualificationLevel,QualificationType,SSA,OfferedInEngland,FundedInEngland,GLH,TQT,Pre16,Age16To18,Age18Plus,Age19Plus,FundingStreamName,FundingApprovalStartDate,ProposedOutcome,RolloverStatus,ExclusionReason,OperationalEndDate,PLDNS,CurrentFundingApprovalEndDate,ProposedFundingApprovalEndDate,Comments
60324466,NOCN Level 3 Award in First Aid at Work,NOCN,Level 3,Vocationally-Related Qualification,Health and social care,True,True,18,22,True,True,False,True,Age1619,2017/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324478,NOCN Level 3 Award in Emergency First Aid at Work,NOCN,Level 3,Vocationally-Related Qualification,Health and social care,True,True,6,7,True,True,False,True,Age1619,2017/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324521,QNUK Level 3 Award in Emergency First Aid at Work (RQF),Qualifications Network,Level 3,Other Vocational Qualification,Health and social care,True,True,6,7,False,True,False,True,Age1619,2018/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324533,QNUK Level 3 Award in First Aid at Work (RQF),Qualifications Network,Level 3,Other Vocational Qualification,Health and social care,True,True,18,22,False,True,True,True,Age1619,2018/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324545,QNUK Level 3 Award in Emergency Outdoor First Aid (RQF),Qualifications Network,Level 3,Other Vocational Qualification,Health and social care,True,True,8,10,False,True,False,True,Age1619,2018/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324557,QNUK Level 3 Award in Outdoor First aid (RQF),Qualifications Network,Level 3,Other Vocational Qualification,Health and social care,True,True,16,20,False,True,False,True,Age1619,2018/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324569,QNUK Level 3 Award in Responding to Incidents with an AED (RQF),Qualifications Network,Level 3,Other Vocational Qualification,Health and social care,True,True,3,5,False,True,True,True,Age1619,2018/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324570,QNUK Level 3 Award in Responding to Anaphylactic Reactions (RQF),Qualifications Network,Level 3,Other Vocational Qualification,Health and social care,True,True,3,5,False,True,True,True,Age1619,2018/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324636,QNUK Level 3 Award in Emergency First Aid at Work +F (RQF),Qualifications Network,Level 3,Vocationally-Related Qualification,Health and social care,True,True,8,9,False,True,False,True,Age1619,2017/10/02,Extended,Extended,,,,2027/07/31,2028/07/31,
60324648,QNUK Level 3 Award in First Aid at Work +F (RQF),Qualifications Network,Level 3,Vocationally-Related Qualification,Health and social care,True,True,20,24,False,True,False,True,Age1619,2017/10/02,Extended,Extended,,,,2027/07/31,2028/07/31,
6032465X,QNUK Level 3 Award in Forest School First Aid (RQF),Qualifications Network,Level 3,Vocationally-Related Qualification,Health and social care,True,True,16,20,False,True,False,True,Age1619,2017/10/02,Extended,Extended,,,,2027/07/31,2028/07/31,
60324685, BIIAB Level 2 Award for Personal Licence Holders,BIIAB,Level 2,Occupational Qualification,Hospitality and catering,True,True,8,10,False,True,False,True,Age1619,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324685, BIIAB Level 2 Award for Personal Licence Holders,BIIAB,Level 2,Occupational Qualification,Hospitality and catering,True,True,8,10,False,True,False,True,LocalFlexibilities,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324740,NCFE CACHE Level 4 Certificate for the Advanced Practitioner in Schools and Colleges,NCFE,Level 4,Occupational Qualification,Direct learning support,True,True,155,205,False,False,True,True,Age1619,2018/01/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324752,Pearson BTEC Level 2 Diploma in Music Industry Skills,Pearson Education Ltd,Level 2,Vocationally-Related Qualification,Performing arts,True,True,360,440,False,True,False,True,Age1619,2017/11/01,Extended,Extended,,2030/07/31,,2027/07/31,2028/07/31,
60324752,Pearson BTEC Level 2 Diploma in Music Industry Skills,Pearson Education Ltd,Level 2,Vocationally-Related Qualification,Performing arts,True,True,360,440,False,True,False,True,LocalFlexibilities,2017/11/01,Extended,Extended,,2030/07/31,,2027/07/31,2028/07/31,
60324764,NCFE CACHE Level 2 Certificate in Supporting Teaching and Learning ,NCFE,Level 2,Occupational Qualification,Direct learning support,True,True,225,321,False,True,True,True,Age1619,2018/01/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324764,NCFE CACHE Level 2 Certificate in Supporting Teaching and Learning ,NCFE,Level 2,Occupational Qualification,Direct learning support,True,True,225,321,False,True,True,True,LocalFlexibilities,2018/01/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324776,NCFE CACHE Level 1 Award in Preparing to Work in Schools,NCFE,Level 1,Vocationally-Related Qualification,Direct learning support,True,True,47,57,True,True,True,True,Age1619,2018/01/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324776,NCFE CACHE Level 1 Award in Preparing to Work in Schools,NCFE,Level 1,Vocationally-Related Qualification,Direct learning support,True,True,47,57,True,True,True,True,LocalFlexibilities,2018/01/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324776,NCFE CACHE Level 1 Award in Preparing to Work in Schools,NCFE,Level 1,Vocationally-Related Qualification,Direct learning support,True,True,47,57,True,True,True,True,Age1416,2018/01/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324788,NCFE CACHE Level 2 Award in Support Work in Schools and Colleges,NCFE,Level 2,Vocationally-Related Qualification,Direct learning support,True,True,90,120,False,True,True,True,Age1619,2018/01/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324788,NCFE CACHE Level 2 Award in Support Work in Schools and Colleges,NCFE,Level 2,Vocationally-Related Qualification,Direct learning support,True,True,90,120,False,True,True,True,LocalFlexibilities,2018/01/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6032482X,Pearson Edexcel Level 1/Level 2 GCSE (9-1) in Portuguese,Pearson Education Ltd,Level 1/Level 2,GCSE (9 to 1),"Other languages, literature and culture",True,True,120,120,True,True,False,True,LegalEntitlementL2L3,2018/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6032482X,Pearson Edexcel Level 1/Level 2 GCSE (9-1) in Portuguese,Pearson Education Ltd,Level 1/Level 2,GCSE (9 to 1),"Other languages, literature and culture",True,True,120,120,True,True,False,True,Age1416,2018/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6032482X,Pearson Edexcel Level 1/Level 2 GCSE (9-1) in Portuguese,Pearson Education Ltd,Level 1/Level 2,GCSE (9 to 1),"Other languages, literature and culture",True,True,120,120,True,True,False,True,LocalFlexibilities,2018/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6032482X,Pearson Edexcel Level 1/Level 2 GCSE (9-1) in Portuguese,Pearson Education Ltd,Level 1/Level 2,GCSE (9 to 1),"Other languages, literature and culture",True,True,120,120,True,True,False,True,Age1619,2018/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324843,RAD Level 2 Certificate in Classical Ballet Repertoire,Royal Academy of Dance,Level 2,Performing Arts Graded Examination,Performing arts,True,True,180,240,True,True,True,True,Age1416,2018/01/22,Extended,Extended,,,,2027/07/31,2028/07/31,
60324843,RAD Level 2 Certificate in Classical Ballet Repertoire,Royal Academy of Dance,Level 2,Performing Arts Graded Examination,Performing arts,True,True,180,240,True,True,True,True,Age1619,2018/01/22,Extended,Extended,,,,2027/07/31,2028/07/31,
60324855,RAD Level 3 Certificate in Classical Ballet Repertoire,Royal Academy of Dance,Level 3,Performing Arts Graded Examination,Performing arts,True,True,210,270,True,True,True,True,Age1619,2018/01/22,Extended,Extended,,,,2027/07/31,2028/07/31,
60324855,RAD Level 3 Certificate in Classical Ballet Repertoire,Royal Academy of Dance,Level 3,Performing Arts Graded Examination,Performing arts,True,True,210,270,True,True,True,True,Age1416,2018/01/22,Extended,Extended,,,,2027/07/31,2028/07/31,
60324867,RAD Level 4 Certificate in Classical Ballet Repertoire,Royal Academy of Dance,Level 4,Performing Arts Graded Examination,Performing arts,True,True,240,300,True,True,True,True,Age1619,2018/01/22,Extended,Extended,,,,2027/07/31,2028/07/31,
6032496X,NCFE CACHE Level 3 Diploma in Supporting Teaching and Learning ,NCFE,Level 3,Occupational Qualification,Direct learning support,True,True,310,530,False,True,True,True,Age1619,2018/01/01,Excluded,Excluded,Funding Approval End Date is before the Threshold,,2026/07/31,2027/07/31,2027/07/31,
6032496X,NCFE CACHE Level 3 Diploma in Supporting Teaching and Learning ,NCFE,Level 3,Occupational Qualification,Direct learning support,True,True,310,530,False,True,True,True,AdvancedLearnerLoans,2018/01/01,Excluded,Excluded,Funding Approval End Date is before the Threshold,,2026/07/31,2027/07/31,2027/07/31,
60324971,AQA Level 3 Advanced GCE in Polish,AQA Education,Level 3,GCE A Level,"Other languages, literature and culture",True,True,360,360,True,True,True,True,AdvancedLearnerLoans,2018/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324971,AQA Level 3 Advanced GCE in Polish,AQA Education,Level 3,GCE A Level,"Other languages, literature and culture",True,True,360,360,True,True,True,True,Age1619,2018/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324971,AQA Level 3 Advanced GCE in Polish,AQA Education,Level 3,GCE A Level,"Other languages, literature and culture",True,True,360,360,True,True,True,True,LegalEntitlementL2L3,2018/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324971,AQA Level 3 Advanced GCE in Polish,AQA Education,Level 3,GCE A Level,"Other languages, literature and culture",True,True,360,360,True,True,True,True,Age1416,2018/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324983,NCFE CACHE Level 3 Certificate in Supporting Teaching and Learning ,NCFE,Level 3,Occupational Qualification,Direct learning support,True,True,210,350,False,True,True,True,AdvancedLearnerLoans,2018/01/01,Excluded,Excluded,Funding Approval End Date is before the Threshold,,2026/07/31,2027/07/31,2027/07/31,
60324983,NCFE CACHE Level 3 Certificate in Supporting Teaching and Learning ,NCFE,Level 3,Occupational Qualification,Direct learning support,True,True,210,350,False,True,True,True,Age1619,2018/01/01,Excluded,Excluded,Funding Approval End Date is before the Threshold,,2026/07/31,2027/07/31,2027/07/31,
60324995,GA Entry Level Award in Looking after the Environment (Entry 3),Gatehouse Awards Ltd,Entry Level,Other General Qualification,Environmental conservation,True,True,50,60,True,True,True,True,LocalFlexibilities,2017/11/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324995,GA Entry Level Award in Looking after the Environment (Entry 3),Gatehouse Awards Ltd,Entry Level,Other General Qualification,Environmental conservation,True,True,50,60,True,True,True,True,Age1619,2017/11/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324995,GA Entry Level Award in Looking after the Environment (Entry 3),Gatehouse Awards Ltd,Entry Level,Other General Qualification,Environmental conservation,True,True,50,60,True,True,True,True,Age1416,2017/11/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60325008,GA Level 1 Award in Environmental Sustainability ,Gatehouse Awards Ltd,Level 1,Other Life Skills Qualification,Environmental conservation,True,True,50,60,True,True,True,True,Age1619,2017/11/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60325008,GA Level 1 Award in Environmental Sustainability ,Gatehouse Awards Ltd,Level 1,Other Life Skills Qualification,Environmental conservation,True,True,50,60,True,True,True,True,LocalFlexibilities,2018/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60325008,GA Level 1 Award in Environmental Sustainability ,Gatehouse Awards Ltd,Level 1,Other Life Skills Qualification,Environmental conservation,True,True,50,60,True,True,True,True,Age1416,2017/11/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6032501X,CIBTAC Level 3 Certificate in Nail Technology,Confederation of International Beauty Therapy and Cosmetology,Level 3,Occupational Qualification,Service enterprises,True,True,220,290,False,True,False,True,Age1619,2018/01/01,Excluded,Excluded,Operating End Date is before the Threshold,2026/06/30,,2027/07/31,2027/07/31,
60325070,Qualifications Scotland Level 2 NVQ Diploma in Removal of Hazardous Waste - Licensed Asbestos (Construction),Qualifications Scotland,Level 2,Occupational Qualification,Building and construction,True,True,199,430,False,False,True,True,LocalFlexibilities,2021/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60325070,Qualifications Scotland Level 2 NVQ Diploma in Removal of Hazardous Waste - Licensed Asbestos (Construction),Qualifications Scotland,Level 2,Occupational Qualification,Building and construction,True,True,199,430,False,False,True,True,Age1619,2017/11/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60325148,GQA Level 6 NVQ Diploma in Construction Contracting Operations Management,GQA Qualifications Limited,Level 6,Occupational Qualification,Building and construction,True,True,292,810,False,False,True,True,Age1619,2017/11/01,Excluded,Excluded,Operating End Date is before the Threshold,2024/07/31,,2027/07/31,2027/07/31,
6032515X,ProQual Level 1 Award in Health and Safety in a Construction Environment ,ProQual Awarding Body,Level 1,Occupational Qualification,Building and construction,True,True,21,29,False,True,True,True,Age1619,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6032515X,ProQual Level 1 Award in Health and Safety in a Construction Environment ,ProQual Awarding Body,Level 1,Occupational Qualification,Building and construction,True,True,21,29,False,True,True,True,LocalFlexibilities,2021/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60325161,IAO Level 3 Diploma in Leadership and Management,Innovate Awarding,Level 3,Occupational Qualification,Business management,True,True,142,370,False,False,True,True,AdvancedLearnerLoans,2017/11/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60325161,IAO Level 3 Diploma in Leadership and Management,Innovate Awarding,Level 3,Occupational Qualification,Business management,True,True,142,370,False,False,True,True,LegalEntitlementL2L3,2026/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60325161,IAO Level 3 Diploma in Leadership and Management,Innovate Awarding,Level 3,Occupational Qualification,Business management,True,True,142,370,False,False,True,True,Age1619,2017/11/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60325173,IAO Level 4 Diploma in Adult Care,Innovate Awarding,Level 4,Occupational Qualification,Health and social care,True,True,485,700,False,False,True,True,AdvancedLearnerLoans,2018/01/01,Excluded,Excluded,Funding Approval End Date is before the Threshold,,2026/12/31,2026/12/31,2026/12/31,
60325173,IAO Level 4 Diploma in Adult Care,Innovate Awarding,Level 4,Occupational Qualification,Health and social care,True,True,485,700,False,False,True,True,Age1619,2018/01/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60325185,OCNLR Level 1 Award in Skills for Professions in Animal Care,OCN London,Level 1,Vocationally-Related Qualification,Animal care and veterinary science,True,True,81,90,True,True,False,True,Age1619,2017/11/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60325185,OCNLR Level 1 Award in Skills for Professions in Animal Care,OCN London,Level 1,Vocationally-Related Qualification,Animal care and veterinary science,True,True,81,90,True,True,False,True,Age1416,2017/11/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60325185,OCNLR Level 1 Award in Skills for Professions in Animal Care,OCN London,Level 1,Vocationally-Related Qualification,Animal care and veterinary science,True,True,81,90,True,True,False,True,LocalFlexibilities,2017/11/01,Extended,Extended,,,,2027/07/31,2028/07/31,
